City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
356,Taoudenni,ML,79.43,clear sky,22.6783,-3.9836,
357,Naze,JP,54.7,clear sky,28.3667,129.4833,Shishime Hotel
358,Kahului,US,70.84,few clouds,20.8947,-156.47,Maui Seaside Hotel
359,Ribeira Grande,PT,61.2,scattered clouds,38.5167,-28.7,Quinta da Meia Eira
360,Vestmannaeyjar,IS,40.19,few clouds,63.4427,-20.2734,Glamping & Camping
361,Pemba,MZ,81.3,broken clouds,-12.974,40.5178,Guesthouse Samotina
364,Puerto Narino,CO,84.15,overcast clouds,-3.7703,-70.3831,Eware Refugio Amazonico
365,Amapa,BR,85.51,broken clouds,1.0,-52.0,
367,Omboue,GA,77.9,light rain,-1.5746,9.2618,Hotel Olako
368,Macenta,GN,90.68,overcast clouds,8.5435,-9.471,Hôtel Yansané
370,Itupiranga,BR,80.92,overcast clouds,-5.1347,-49.3267,Hotel Panorama
371,Maumere,ID,79.86,scattered clouds,-8.6199,122.2111,Sylvia Hotel
372,Muros,ES,52.84,clear sky,42.7762,-9.0603,Apartment Av. Castelao
373,Vila Franca Do Campo,PT,61.21,broken clouds,37.7167,-25.4333,Pestana Bahia Praia
374,Hyeres,FR,57.43,broken clouds,43.1167,6.1167,ibis budget Hyères Centre-Ville
375,Mount Isa,AU,82.17,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
376,Itaporanga,BR,94.93,broken clouds,-7.3044,-38.1503,Hotel Rainha do Vale
377,Brae,GB,44.51,overcast clouds,60.3964,-1.353,Busta House Hotel
378,Najran,SA,74.1,clear sky,17.4924,44.1277,محمد هادي ال فطيح
380,Biltine,TD,96.89,overcast clouds,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
381,Lewistown,US,40.78,clear sky,40.5992,-77.5714,Quality Inn & Suites
382,Mecca,SA,85.78,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
383,Salinopolis,BR,83.5,overcast clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
384,Kudahuvadhoo,MV,82.47,scattered clouds,2.6708,72.8944,Niyama Private Islands Maldives
387,Mazatlan,MX,72.91,few clouds,23.2167,-106.4167,Hotel La Siesta
389,Horni Plana,CZ,40.87,clear sky,48.7674,14.0326,EA Hotel On The Lake
390,Durmersheim,DE,53.33,clear sky,48.9386,8.274,Hotel zum Ochsen
391,Gouyave,GD,79.07,broken clouds,12.1646,-61.7296,Rumboat Retreat
392,Fort Walton Beach,US,72.52,light intensity drizzle,30.4058,-86.6188,Best Western Ft. Walton Beachfront
394,Marienburg,PL,40.84,few clouds,54.0359,19.0266,Hotel Centrum Malbork
396,Kibala,TD,102.96,scattered clouds,9.1104,18.3463,hotel safari
397,Alpoyeca,MX,79.99,clear sky,17.6667,-98.5167,"Puente VEHICULAR ALPOYECA-SAN JOSE BUENA VISTA GUERRERO, MÉXICO."
398,Petatlan,MX,84.0,clear sky,17.5167,-101.2667,Hotel California Petatlán
400,Mahibadhoo,MV,82.92,broken clouds,3.7833,72.9667,Omadhoo Inn
403,Maldonado,UY,74.59,clear sky,-34.6667,-54.9167,La Cimarrona
404,Noumea,NC,81.0,broken clouds,-22.2763,166.4572,Hôtel Le Lagon
405,Pihani,IN,69.76,clear sky,27.6333,80.2,Tazmirul Hasan PWD
408,Mopti,ML,94.44,overcast clouds,14.6667,-4.0,
409,Aguilas,ES,71.2,overcast clouds,37.4063,-1.5829,Hotel Carlos III
410,San Rafael,AR,83.14,clear sky,-34.6177,-68.3301,Hotel San Rafael
412,Bismil,TR,51.42,light rain,37.8486,40.6658,Hotel Dolay
413,Margate,GB,54.88,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
414,Sawtell,AU,68.18,few clouds,-30.3833,153.1,The Bungalow Sawtell
416,Tacoronte,ES,66.56,scattered clouds,28.4769,-16.4102,Casa Laurel
417,Isangel,VU,79.36,scattered clouds,-19.55,169.2667,Tanna Lodge
418,Dhidhdhoo,MV,82.89,scattered clouds,6.8833,73.1,Dhidhoo beach
419,Roanne,FR,55.81,overcast clouds,46.0,4.0,Troisgros
420,Masallatah,LY,58.78,clear sky,32.6167,14.0,Mustafa Taher Sowaidan
421,Maryville,US,70.27,few clouds,35.7565,-83.9705,"Holiday Inn Express & Suites Alcoa (Knoxville Airport), an IHG Hotel"
422,Saint-Leu,RE,79.66,scattered clouds,-21.15,55.2833,La Caz Oceane
423,Pacific Grove,US,55.98,clear sky,36.6177,-121.9166,Lovers Point Inn
425,Butembo,CD,65.88,broken clouds,0.15,29.2833,Hotel Butembo
426,Mangrol,IN,78.48,clear sky,21.1167,70.1167,Hotel The Royal Honours
427,Plettenberg Bay,ZA,68.49,broken clouds,-34.0527,23.3716,Thanda Vista B&B
428,Valdivia,CL,68.09,overcast clouds,-39.8142,-73.2459,Hostal Entre Rios
430,Marzuq,YE,69.4,clear sky,14.4,46.4667,
432,Quisqueya,DO,86.14,clear sky,18.5554,-69.4081,Pensión doña rosa
433,Cikupa,ID,80.37,overcast clouds,-6.2364,106.5083,Amaris Hotel Citra Raya - Tangerang
434,Juba,SS,90.5,broken clouds,4.8517,31.5825,ROYAL PALACE HOTEL - JUBA
435,Belmonte,BR,79.3,light rain,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
437,Cururupu,BR,85.96,overcast clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
439,Pointe Michel,DM,79.68,scattered clouds,15.25,-61.3833,Castle Comfort Lodge Dive Dominica
440,Samana,DO,82.62,few clouds,19.2056,-69.3369,The Bannister - Hotel & Yacht Club
441,Sinnamary,GF,79.0,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
442,San Carlos De Bariloche,AR,65.95,scattered clouds,-41.1456,-71.3082,Hotel Patagonia
443,Abu Dhabi,AE,73.51,clear sky,24.4667,54.3667,Beach Rotana
444,Rio De Janeiro,BR,96.8,few clouds,-22.9028,-43.2075,Hotel cruz de ouro
445,Sao Paulo De Olivenca,BR,80.26,overcast clouds,-3.3783,-68.8725,
446,Kieta,PG,79.93,overcast clouds,-6.2167,155.6333,Uruna Bay Retreat
448,Arlit,NE,98.78,overcast clouds,18.7369,7.3853,Case de Passage De la Prefecture
449,Wanning,CN,71.29,broken clouds,18.8003,110.3967,Paradise Hotel
453,Tezu,IN,65.23,clear sky,27.9167,96.1667,Circuit House
454,Fare,PF,80.4,light rain,-16.7,-151.0167,Maitai Lapita Village Huahine
455,Alta Floresta,BR,76.59,overcast clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
456,Faya,SA,64.92,clear sky,18.3851,42.4509,املاك خالد الشعشوع
457,Aguimes,ES,67.66,few clouds,27.9054,-15.4461,Hotel Villa de Aguimes
458,Bathsheba,BB,80.31,few clouds,13.2167,-59.5167,Atlantis Hotel
460,Coahuayana,MX,81.88,clear sky,18.7333,-103.6833,El rranchito michuacan de ocampos
461,Sabang,ID,82.65,overcast clouds,5.8933,95.3214,Hotel Citra
465,Tambilil,PH,78.44,overcast clouds,5.9622,124.6697,Wilfredo Sotto Home
467,Moron,AR,81.95,scattered clouds,-34.6534,-58.6198,Hotel Morón
468,Hambantota,LK,79.27,overcast clouds,6.1241,81.1185,Bungalow 63
469,Takab,IR,42.8,overcast clouds,36.4009,47.1133,نانوایی جواد
470,Katherine,AU,82.72,overcast clouds,-14.4667,132.2667,Pine Tree Motel
471,Jinxi,CN,58.15,overcast clouds,30.4323,116.2922,Jinling Hotel
472,San Policarpo,PH,79.02,few clouds,12.1791,125.5072,Agapita M. Nicart
473,Shache,CN,53.71,overcast clouds,38.4167,77.2406,Delong Hotel
474,Kloulklubed,PW,77.5,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
475,Almeirim,BR,88.74,scattered clouds,-1.5233,-52.5817,Ricácio Hotel
477,Hokitika,NZ,58.68,overcast clouds,-42.7167,170.9667,Beachfront Hotel Hokitika
479,Maceio,BR,87.24,broken clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
481,Manuk Mangkaw,PH,82.56,overcast clouds,4.8,119.85,
482,Youghal,IE,51.58,light rain,51.95,-7.8506,Quality Hotel and Leisure Centre Youghal
483,Gamba,GA,83.12,overcast clouds,-2.65,10.0,
485,Tessalit,ML,84.13,overcast clouds,20.1986,1.0114,
487,Aswan,EG,75.7,few clouds,24.0934,32.907,Nuba Nile
488,Hays,US,67.6,broken clouds,30.0502,-98.0336,Sinya on Lone Man Creek
489,Waipawa,NZ,50.63,overcast clouds,-41.4122,175.5153,Tora Coastal Walk
491,Saint-Raphael,HT,76.37,clear sky,19.4333,-72.2,Adouly Hôtel
492,Zlate Moravce,SK,44.44,overcast clouds,48.3855,18.4006,Hotel Vion Zlaté Moravce
493,Cacu,BR,87.55,broken clouds,-18.5567,-51.1308,Império Hotel
497,Hobyo,SO,78.67,overcast clouds,5.3505,48.5268,Halane Hotel and Restaurent
498,Monrovia,LR,87.57,overcast clouds,6.3005,-10.7969,Sunset Inn
499,Mackay,AU,80.69,broken clouds,-21.15,149.2,International Lodge Motel
500,Conceicao Do Araguaia,BR,87.26,overcast clouds,-8.2578,-49.2647,Tarumã Tropical Hotel
502,Koroni,GR,55.08,broken clouds,36.8,21.95,Apartments Xenios Zeus 1
503,Kalmunai,LK,75.79,overcast clouds,7.4167,81.8167,VS Villa
504,Lubango,AO,63.73,moderate rain,-14.9172,13.4925,Hotel Serra da Chela
505,Laguna,US,58.82,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
506,Jieshi,CN,69.94,overcast clouds,22.8134,115.8257,Yuehai Hotel
507,Angermunde,DE,41.02,clear sky,53.015,13.9992,Flair Hotel Weiss
510,Halvad,IN,76.69,clear sky,23.0167,71.1833,"""BHAVANI KRUPA"" Jagdishbhai H. Kariya"
511,Colonia,DE,56.97,clear sky,50.9333,6.95,Mauritius Hotel & Therme
512,Port Hardy,CA,42.98,light rain,50.6996,-127.4199,Airport Inn-Port Hardy
513,Ayolas,PY,92.97,clear sky,-27.4,-56.9,Hotel Ayolas
514,Parana,AR,90.57,clear sky,-31.732,-60.5238,Howard Johnson by Wyndham Plaza Hotel Mayorazgo
516,Padang,ID,77.05,moderate rain,-0.9492,100.3543,Mercure Padang
517,Sambava,MG,76.77,moderate rain,-14.2667,50.1667,Melrose
518,Kinango,KE,77.07,overcast clouds,-4.1372,39.3153,Legacy Hotel
519,Ambilobe,MG,74.61,light rain,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
520,Narasannapeta,IN,76.03,broken clouds,18.4167,84.05,AVK events and catering
522,Sola,VU,81.9,overcast clouds,-13.8833,167.55,Leumerus Bungalows
523,Benguela,AO,82.08,broken clouds,-12.5763,13.4055,Hotel Praia Morena
524,Namibe,AO,78.62,few clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
525,Port Moresby,PG,77.05,overcast clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
527,Palmerston,AU,82.89,overcast clouds,-12.486,130.9833,Quest Palmerston - Serviced Apartments and Accommodation
528,Tulagi,SB,83.16,overcast clouds,-9.0996,160.1476,Raiders Hotel & Dive
529,Abha,SA,64.65,clear sky,18.2164,42.5053,Abha Hotel
530,San Clemente,US,69.64,broken clouds,33.427,-117.612,Casablanca Inn
532,Byron Bay,AU,72.88,overcast clouds,-28.65,153.6167,Backpackers Inn
533,Sao Filipe,CV,75.49,clear sky,14.8961,-24.4956,Hotel Xaguate
534,San Andres,CO,82.42,broken clouds,12.5847,-81.7006,Hotel Arena Blanca
535,Penzance,GB,49.32,few clouds,50.1186,-5.5371,Artist Residence Penzance
537,Poum,NC,80.67,overcast clouds,-20.2333,164.0167,
539,San Juan Del Cesar,CO,88.45,overcast clouds,10.7711,-73.0031,Hotel Saraje
540,Sumbe,AO,82.94,broken clouds,-11.2061,13.8437,Hotel Ritz Sumbe
544,Puerto Gaitan,CO,75.43,overcast clouds,4.3133,-72.0816,Brisas del Yucao
545,Pendleton,US,46.0,light rain,45.6721,-118.7886,Americas Best Value Inn Pendleton
547,Campbell River,CA,43.45,overcast clouds,50.0163,-125.2446,Anchor Inn & Suites
548,Manaure,CO,87.46,overcast clouds,11.7751,-72.4445,Hotel Palaaima
549,Buin,CL,81.05,clear sky,-33.7333,-70.75,Paihuen
550,Xuddur,SO,85.93,overcast clouds,4.1213,43.8894,Banjanay Hotel
551,Jiazi,CN,64.87,overcast clouds,22.8779,116.067,Hotel Jin Hao
553,Cam Ranh,VN,75.16,few clouds,11.9214,109.1591,OYO 598 Peony Hotel
554,Inirida,CO,84.51,moderate rain,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
555,Winnemucca,US,45.1,clear sky,40.973,-117.7357,Winners Inn Casino
556,Aljezur,PT,58.82,scattered clouds,37.3191,-8.8033,Amazigh Hostel
557,Nacala,MZ,78.58,overcast clouds,-14.5428,40.6728,Nacala Plaza Business Design Hotel
559,North Myrtle Beach,US,77.34,clear sky,33.816,-78.68,Avista Resort
560,Yeroham,IL,49.53,scattered clouds,30.9872,34.9314,Desert Iris
561,Bluefields,NI,80.67,broken clouds,12.0137,-83.7635,Nicaraguan Typical House Downtown
563,Ndola,ZM,67.73,moderate rain,-12.9587,28.6366,Chabanga Lodge iSpot
565,Domoni,KM,79.43,light rain,-12.2569,44.5319,Al Djadid
566,Codrington,AU,70.38,overcast clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
569,Makakilo City,US,71.29,clear sky,21.3469,-158.0858,Marriott's Ko Olina Beach Club
570,Wenling,CN,54.28,scattered clouds,28.3669,121.36,Hanting Express Wenling Wanchang North Road
571,Leiyang,CN,63.55,few clouds,26.4024,112.8591,Dongyang Hotel
572,Shieli,KZ,48.88,scattered clouds,44.1667,66.75,Gostinitsa Aybek Shieli
573,Muisne,EC,78.69,light rain,0.6,-80.0333,Quinta Samay
574,Srandakan,ID,79.47,moderate rain,-7.9386,110.2506,Puri Brata
575,Pokhara,NP,58.3,scattered clouds,28.2333,83.9833,OYO 170 Hotel View Point
578,Gorontalo,ID,74.66,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
579,Esperance,AU,62.65,broken clouds,-33.8667,121.9,Hospitality Esperance
580,Mossendjo,CG,79.81,light rain,-2.9506,12.7261,HOTEL D'ASSISE
581,San Ignacio,BZ,77.14,few clouds,17.1561,-89.0714,Rainforest Haven Inn
584,Mahanoro,MG,79.18,broken clouds,-19.9,48.8,BUNGALOW MAHAMANINA
585,Katsuura,JP,47.19,few clouds,35.1333,140.3,Katsuura Hotel Mikazuki
586,Praya,CV,79.34,haze,14.9215,-23.5087,LT Aparthotel
587,Waynesboro,US,61.23,broken clouds,38.0685,-78.8895,"Holiday Inn Express & Suites Waynesboro-Route 340, an IHG Hotel"
588,Hualmay,PE,75.54,overcast clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
589,Axim,GH,83.75,broken clouds,4.8699,-2.2405,Axim Beach Resort And Spa
590,Cotacachi,EC,65.75,light rain,0.3,-78.2667,La Mirage Garden Hotel And Spa
591,Cuenca,EC,59.95,light rain,-2.8833,-78.9833,Hotel Cuenca
592,Linares,CL,81.73,clear sky,-35.85,-71.6,Hotel Real
594,Banda Aceh,ID,79.88,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
596,Karpathos,GR,51.76,broken clouds,35.507,27.2132,Alex
597,Richards Bay,ZA,77.99,clear sky,-28.783,32.0377,BON Hotel Waterfront Richards Bay
599,Polignano A Mare,IT,54.01,overcast clouds,40.9959,17.2159,Grotta Palazzese
600,Koungou,YT,78.51,light rain,-12.7336,45.2042,Villa Netibor
601,Sai Buri,TH,78.08,scattered clouds,6.7013,101.6168,ร้าน​ เวดดิ้ง
602,Cavalcante,BR,74.68,overcast clouds,-13.7975,-47.4583,Pousada Vila dos Ipês
603,Charters Towers,AU,79.29,scattered clouds,-20.1,146.2667,Cattleman's Rest Motor Inn
607,Pandamatenga,BW,76.96,overcast clouds,-18.5278,25.627,Wildtrack Safaris Eco Lodge
609,Batemans Bay,AU,71.2,overcast clouds,-35.7167,150.1833,Batemans Bay Marina Resort
613,Koupela,BF,101.75,broken clouds,12.1794,-0.3517,AUBERGE MAQUIS RESTO CAFE LE ROUTIER PLUS
614,Nanaimo,CA,44.83,overcast clouds,49.1663,-123.936,Days Inn by Wyndham Nanaimo
616,Kikwit,CD,84.92,broken clouds,-5.041,18.8162,HOTEL PLACE YALABA
618,Kutum,SD,86.4,broken clouds,14.2,24.6667,Dibbo areaمنطقة دبو
620,Gela,IT,55.94,overcast clouds,37.0803,14.2307,B&B Santiago
622,Mandera,KE,91.99,few clouds,3.9366,41.867,Mwalimu Guest mandera
624,Half Moon Bay,US,53.71,mist,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
626,Kijabe,KE,73.56,broken clouds,-0.933,36.5758,Moffat Guesthouse
627,Ararat,AM,55.74,overcast clouds,39.8317,44.7049,NORSED MOTEL/НОРСЕД МОТЕЛЬ/ՆՈՐՍԵԴ ՄՈԹԵԼ
628,Kasongo,CD,77.58,few clouds,-4.45,26.6667,Guest Hôtel
629,Bindi,SL,100.89,scattered clouds,9.9167,-11.45,
631,Havelock,US,78.06,clear sky,34.8791,-76.9013,Sherwood Motel
632,Astoria,US,44.91,moderate rain,46.1879,-123.8313,Best Western Astoria Bayfront Hotel
633,Presidencia Roque Saenz Pena,AR,96.84,clear sky,-26.7852,-60.4388,Hotel Gualok
634,Tutoia,BR,89.58,moderate rain,-2.7619,-42.2744,Pousada Guará's
635,Acapulco,MX,84.02,clear sky,16.8634,-99.8901,HS Hotsson Smart Acapulco
637,Mwanza,TZ,76.06,few clouds,-2.5167,32.9,Gold Crest Hotel
638,Shingu,JP,40.21,clear sky,33.7333,135.9833,Shingu UI Hotel
639,Rocha,UY,77.77,clear sky,-34.4833,-54.3333,Hotel Arrarte
640,Northam,GB,49.62,overcast clouds,51.0333,-4.2167,Durrant House Hotel
641,Mayskiy,RU,40.44,light rain,47.6931,40.1025,Dio Lakrua
643,Vung Tau,VN,80.13,broken clouds,10.346,107.0843,Seaside Resort
644,Gossas,SN,100.98,clear sky,14.4912,-16.0642,Mosqué gossas escale
645,Stephenville,US,70.14,clear sky,32.2207,-98.2023,La Quinta Inn & Suites by Wyndham Stephenville
646,Menongue,AO,74.03,light rain,-14.6585,17.691,Ritz Lauca
647,Panacan,PH,79.09,few clouds,9.2463,118.4082,Mom's Place Resort
651,Chiredzi,ZW,89.37,clear sky,-21.05,31.6667,Clevers Hotel Chiredzi
652,Port Blair,IN,80.64,mist,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
653,Harrison,US,71.31,clear sky,30.4091,-89.0436,Residence Inn by Marriott Gulfport-Biloxi Airport
657,Inhuma,BR,86.07,light rain,-6.6683,-41.7078,Edifício Bezerra
658,Coffs Harbour,AU,68.13,few clouds,-30.3,153.1333,Aquajet Motel
659,Port Hedland,AU,84.25,broken clouds,-20.3167,118.5667,"The Esplanade Hotel (Accommodation section closed for refurbishment - Bar, Restaurant & Functions remain open)"
660,Puerto Rondon,CO,90.12,overcast clouds,6.2805,-71.1,Urbanización Santa Clara
661,Trinidad,BO,84.18,broken clouds,-14.8333,-64.9,
664,Asilah,MA,67.86,broken clouds,35.465,-6.0348,Hotel Zelis
666,Mvuma,ZW,74.28,overcast clouds,-19.2792,30.5283,Nyangombe Backpackers
667,Kaeo,NZ,67.32,scattered clouds,-35.1,173.7833,Bushido Lodge
668,Saramech,AM,43.38,overcast clouds,40.7749,44.2222,Մխիթարյան ֊ Մամիկոնյան ամառանոց
669,Yanam,IN,77.4,broken clouds,16.7333,82.2167,The Regency Hotel
670,Talara,PE,88.56,clear sky,-4.5772,-81.2719,Hostal Oro Negro
671,Maridi,SS,74.34,light rain,4.9158,29.4742,
672,Los Llanos De Aridane,ES,64.15,few clouds,28.6585,-17.9182,Valle Aridane
673,Pingyi,CN,54.72,overcast clouds,35.5006,117.6308,Yiranju Hotel
675,San Carlos Del Zulia,VE,84.87,overcast clouds,9.0,-71.9135,Hotel El Manantial
676,Taltal,CL,70.16,scattered clouds,-25.4,-70.4833,Residencial Karime
678,Nhulunbuy,AU,83.01,overcast clouds,-12.2333,136.7667,East Arnhem Real Estate
679,Issia,CI,97.16,overcast clouds,6.4922,-6.5856,Résidence Hôtel Ange Anaé
680,Labuhan,ID,78.31,overcast clouds,-6.8844,112.2051,DoubleFAG
681,Satrikh,IN,69.87,clear sky,26.8667,81.2,TRC HOSTEL
682,Pathein,MM,75.06,broken clouds,16.7833,94.7333,Pathein Hotel
683,Vangaindrano,MG,76.82,light rain,-23.35,47.6,Hotel Fanilo
687,San Patricio,US,71.69,broken clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
688,Zhanaozen,KZ,60.94,overcast clouds,43.3,52.8,K.korabay 28A
690,Sulangan,PH,79.56,clear sky,11.1373,123.7228,Maia's Beach Resort
692,Luanda,AO,86.0,scattered clouds,-8.8368,13.2343,EPIC SANA Luanda
695,Tuy Hoa,VN,72.86,broken clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
696,Galle,LK,80.17,overcast clouds,6.0367,80.217,Amangalla
698,Bedesa,ET,70.45,scattered clouds,8.9,40.7833,
699,Kerur,IN,78.91,few clouds,16.0167,75.5667,
700,Jalu,LY,60.87,overcast clouds,29.0331,21.5482,صاحبة الفخامة
701,Palu,ID,77.54,light rain,-0.8917,119.8707,Hotel Santika Palu
703,Farafangana,MG,77.99,few clouds,-22.8167,47.8333,Miarina
704,Tanda,IN,67.95,clear sky,26.55,82.65,MUMTAZ GANJ TANDA
705,Shouguang,CN,52.7,overcast clouds,36.88,118.7375,Communications Hotel
706,Chanika,TZ,75.2,light rain,-5.4167,38.0167,New Rombo Green Hotel
708,Novo Aripuana,BR,92.41,overcast clouds,-5.1206,-60.3797,Hotel Ezequiel
710,Kunya,NG,98.76,few clouds,12.2233,8.5325,
